current_mapping	objective_function_value
[0.21000000000000008, 0.42000000000000015, 0.7200000000000002]	0.629779181847579
[0.22000000000000008, 0.44000000000000017, 0.7200000000000002]	0.6379339769821419
[0.22000000000000008, 0.44000000000000017, 0.7200000000000002]	0.6379339769821419
[0.22000000000000008, 0.44000000000000017, 0.7200000000000002]	0.6379339769821419
[0.21666666666666679, 0.48222222222222233, 0.7288888888888887]	0.6498788153517562
[0.21666666666666679, 0.48222222222222233, 0.7288888888888887]	0.6498788153517562
[0.2366666666666668, 0.48888888888888915, 0.7555555555555555]	0.6553307154951913
[0.2333333333333335, 0.5644444444444447, 0.7377777777777772]	0.6683329392513467
[0.2333333333333335, 0.5644444444444447, 0.7377777777777772]	0.6683329392513467
[0.2333333333333335, 0.5644444444444447, 0.7377777777777772]	0.6683329392513467
[0.2333333333333335, 0.5644444444444447, 0.7377777777777772]	0.6683329392513467
[0.24748971193415656, 0.5692455418381348, 0.7411796982167349]	0.6688017504801234
[0.24748971193415656, 0.5692455418381348, 0.7411796982167349]	0.6688017504801234
[0.24748971193415656, 0.5692455418381348, 0.7411796982167349]	0.6688017504801234
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24738378295991487, 0.5960453182949759, 0.7493756033125025]	0.6688674400591579
[0.24729683983433448, 0.5964938078586104, 0.7494165980589795]	0.6689038966011785
[0.24729683983433448, 0.5964938078586104, 0.7494165980589795]	0.6689038966011785
[0.2473218975107948, 0.5962232784582837, 0.7493029575282251]	0.6689345650632718
[0.2473218975107948, 0.5962232784582837, 0.7493029575282251]	0.6689345650632718
[0.2471598067939917, 0.5966604875422477, 0.749298901148582]	0.6689704619019187
[0.2471598067939917, 0.5966604875422477, 0.749298901148582]	0.6689704619019187
[0.2471598067939917, 0.5966604875422477, 0.749298901148582]	0.6689704619019187
[0.2471598067939917, 0.5966604875422477, 0.749298901148582]	0.6689704619019187
[0.2471598067939917, 0.5966604875422477, 0.749298901148582]	0.6689704619019187
[0.2471598067939917, 0.5966604875422477, 0.749298901148582]	0.6689704619019187
