current_mapping	objective_function_value
[0.31500000000000006, 0.33250000000000013, 0.34999999999999987]	0.16132809422952155
[0.28500000000000003, 0.3483333333333335, 0.3666666666666665]	0.19030773186533134
[0.30000000000000004, 0.33250000000000013, 0.3999999999999997]	0.25150866025604846
[0.30000000000000004, 0.3800000000000002, 0.41666666666666596]	0.30522230249199533
[0.255, 0.3958333333333337, 0.4833333333333325]	0.4103413533158281
[0.28500000000000003, 0.41166666666666707, 0.5666666666666651]	0.534732892679163
[0.24, 0.5225000000000006, 0.6666666666666643]	0.6380451005356998
[0.21999999999999997, 0.5066666666666674, 0.7277777777777753]	0.6560737056959169
[0.21999999999999997, 0.5066666666666674, 0.7277777777777753]	0.6560737056959169
[0.21999999999999997, 0.5066666666666674, 0.7277777777777753]	0.6560737056959169
[0.23166666666666663, 0.538333333333334, 0.729629629629627]	0.6611867872537764
[0.2197222222222222, 0.5638425925925934, 0.7932098765432067]	0.662049126317692
[0.2197222222222222, 0.5638425925925934, 0.7932098765432067]	0.662049126317692
[0.22402006172839506, 0.5287795781893011, 0.748885459533605]	0.6623742616997039
[0.22402006172839506, 0.5287795781893011, 0.748885459533605]	0.6623742616997039
[0.22402006172839506, 0.5287795781893011, 0.748885459533605]	0.6623742616997039
[0.22186760545267487, 0.5503070880486975, 0.7693922896662064]	0.6633461201012408
[0.22276400677297664, 0.540179299911409, 0.7484502410074656]	0.6636580898016312
[0.22276400677297664, 0.540179299911409, 0.7484502410074656]	0.6636580898016312
[0.2213735193044124, 0.57345898854262, 0.7706326723886061]	0.6668750789086183
[0.2213735193044124, 0.57345898854262, 0.7706326723886061]	0.6668750789086183
[0.219623705656531, 0.5817892730640026, 0.7553874086563668]	0.6677823243253994
[0.219623705656531, 0.5817892730640026, 0.7553874086563668]	0.6677823243253994
[0.22238905235217782, 0.5730171605912928, 0.747419854843949]	0.6689895286193862
[0.22238905235217782, 0.5730171605912928, 0.747419854843949]	0.6689895286193862
[0.22238905235217782, 0.5730171605912928, 0.747419854843949]	0.6689895286193862
[0.22238905235217782, 0.5730171605912928, 0.747419854843949]	0.6689895286193862
[0.22238905235217782, 0.5730171605912928, 0.747419854843949]	0.6689895286193862
[0.22238905235217782, 0.5730171605912928, 0.747419854843949]	0.6689895286193862
[0.22184917769278406, 0.5653698501921262, 0.7541092286526491]	0.6692926997253226
[0.22188444224504314, 0.5720218210859658, 0.7532182072515485]	0.6699314224229128
[0.22188444224504314, 0.5720218210859658, 0.7532182072515485]	0.6699314224229128
[0.22188444224504314, 0.5720218210859658, 0.7532182072515485]	0.6699314224229128
[0.22188444224504314, 0.5720218210859658, 0.7532182072515485]	0.6699314224229128
[0.22201059477182683, 0.5722706559622975, 0.7517686191496487]	0.6701240650668834
[0.22201059477182683, 0.5722706559622975, 0.7517686191496487]	0.6701240650668834
[0.22201059477182683, 0.5722706559622975, 0.7517686191496487]	0.6701240650668834
[0.22201059477182683, 0.5722706559622975, 0.7517686191496487]	0.6701240650668834
[0.22201059477182683, 0.5722706559622975, 0.7517686191496487]	0.6701240650668834
[0.22201059477182683, 0.5722706559622975, 0.7517686191496487]	0.6701240650668834
[0.22201059477182683, 0.5722706559622975, 0.7517686191496487]	0.6701240650668834
[0.22200630289648035, 0.5724915303822948, 0.7516693062916608]	0.6702645953537123
[0.22200630289648035, 0.5724915303822948, 0.7516693062916608]	0.6702645953537123
[0.22200630289648035, 0.5724915303822948, 0.7516693062916608]	0.6702645953537123
[0.22201235278003062, 0.5723784911960499, 0.7516700413016]	0.6702956859466203
[0.22201235278003062, 0.5723784911960499, 0.7516700413016]	0.6702956859466203
[0.22201235278003062, 0.5723784911960499, 0.7516700413016]	0.6702956859466203
[0.22201235278003062, 0.5723784911960499, 0.7516700413016]	0.6702956859466203
[0.22201235278003062, 0.5723784911960499, 0.7516700413016]	0.6702956859466203
