current_mapping	objective_function_value
[0.4, 0.4222222222222222, 0.46666666666666673]	0.4287343150488284
[0.3733333333333333, 0.4574074074074074, 0.4814814814814815]	0.45830620214219087
[0.3866666666666667, 0.42925925925925923, 0.5185185185185185]	0.5016285122477266
[0.3866666666666667, 0.42925925925925923, 0.5185185185185185]	0.5016285122477266
[0.32000000000000006, 0.47851851851851823, 0.5851851851851851]	0.579281188629535
[0.3200000000000003, 0.4292592592592588, 0.6592592592592592]	0.6167818386889024
[0.3066666666666671, 0.4644444444444439, 0.7259259259259259]	0.6505423056964517
[0.3066666666666671, 0.4644444444444439, 0.7259259259259259]	0.6505423056964517
[0.3066666666666671, 0.4644444444444439, 0.7259259259259259]	0.6505423056964517
[0.3066666666666671, 0.4644444444444439, 0.7259259259259259]	0.6505423056964517
[0.3066666666666671, 0.4644444444444439, 0.7259259259259259]	0.6505423056964517
[0.26320987654321026, 0.5064060356652942, 0.7604938271604937]	0.657573446965398
[0.26320987654321026, 0.5064060356652942, 0.7604938271604937]	0.657573446965398
[0.26320987654321026, 0.5064060356652942, 0.7604938271604937]	0.657573446965398
[0.23549154092364, 0.5186943047299692, 0.7693187014174667]	0.6599656103035232
[0.23549154092364, 0.5186943047299692, 0.7693187014174667]	0.6599656103035232
[0.23710638622161284, 0.548760182221544, 0.7505220240816945]	0.6659527403786247
[0.23710638622161284, 0.548760182221544, 0.7505220240816945]	0.6659527403786247
[0.19914884248674847, 0.575803240623135, 0.771201883181764]	0.6669082762075955
[0.19914884248674847, 0.575803240623135, 0.771201883181764]	0.6669082762075955
[0.2049891427270385, 0.5949079180734802, 0.7458680737842955]	0.6675199610492275
[0.2193028294768377, 0.5589418727154609, 0.7519797588067159]	0.6687857519951059
[0.2224599955592439, 0.562655596346118, 0.7534359646696431]	0.6697163375529191
[0.2224599955592439, 0.562655596346118, 0.7534359646696431]	0.6697163375529191
[0.2224599955592439, 0.562655596346118, 0.7534359646696431]	0.6697163375529191
[0.2224599955592439, 0.562655596346118, 0.7534359646696431]	0.6697163375529191
[0.2224599955592439, 0.562655596346118, 0.7534359646696431]	0.6697163375529191
[0.2224599955592439, 0.562655596346118, 0.7534359646696431]	0.6697163375529191
[0.2224599955592439, 0.562655596346118, 0.7534359646696431]	0.6697163375529191
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22426388774224257, 0.5626243128548912, 0.7516097572743254]	0.66996934319035
[0.22417738879881782, 0.5625322836289257, 0.7517035421716458]	0.6700935869451103
[0.22417738879881782, 0.5625322836289257, 0.7517035421716458]	0.6700935869451103
[0.22417738879881782, 0.5625322836289257, 0.7517035421716458]	0.6700935869451103
[0.22417738879881782, 0.5625322836289257, 0.7517035421716458]	0.6700935869451103
[0.22417738879881782, 0.5625322836289257, 0.7517035421716458]	0.6700935869451103
[0.22428138221750807, 0.5624876840282008, 0.7516759679461368]	0.6701013417702516
[0.22428138221750807, 0.5624876840282008, 0.7516759679461368]	0.6701013417702516
[0.22428138221750807, 0.5624876840282008, 0.7516759679461368]	0.6701013417702516
[0.22428138221750807, 0.5624876840282008, 0.7516759679461368]	0.6701013417702516
