current_mapping	objective_function_value
[0.7000000000000001, 0.7388888888888889, 0.7777777777777779]	0.49962021899962883
[0.6650000000000003, 0.6896296296296294, 0.842592592592593]	0.5252894692713579
[0.6300000000000001, 0.7142592592592587, 0.7907407407407412]	0.558201046081276
[0.6300000000000001, 0.7142592592592587, 0.7907407407407412]	0.558201046081276
[0.5600000000000005, 0.5911111111111098, 0.8814814814814826]	0.5766456776161049
[0.5250000000000004, 0.5911111111111094, 0.7907407407407421]	0.636029804181085
[0.5250000000000004, 0.5911111111111094, 0.7907407407407421]	0.636029804181085
[0.5250000000000004, 0.5911111111111094, 0.7907407407407421]	0.636029804181085
[0.295555555555556, 0.48164609053497554, 0.74897119341564]	0.6566219079540043
[0.295555555555556, 0.48164609053497554, 0.74897119341564]	0.6566219079540043
[0.295555555555556, 0.48164609053497554, 0.74897119341564]	0.6566219079540043
[0.4492386831275723, 0.5732723670172206, 0.7466773357719874]	0.6621243244925461
[0.4492386831275723, 0.5732723670172206, 0.7466773357719874]	0.6621243244925461
[0.4222885230909925, 0.5943657809615717, 0.7352910294839891]	0.6630596607660536
[0.4222885230909925, 0.5943657809615717, 0.7352910294839891]	0.6630596607660536
[0.35463705989940597, 0.5239173821741232, 0.7399839540043034]	0.6656320360045646
[0.35463705989940597, 0.5239173821741232, 0.7399839540043034]	0.6656320360045646
[0.35463705989940597, 0.5239173821741232, 0.7399839540043034]	0.6656320360045646
[0.38980654308286367, 0.5652634829171976, 0.7320705814474247]	0.6676628159016862
[0.38980654308286367, 0.5652634829171976, 0.7320705814474247]	0.6676628159016862
[0.38980654308286367, 0.5652634829171976, 0.7320705814474247]	0.6676628159016862
[0.38980654308286367, 0.5652634829171976, 0.7320705814474247]	0.6676628159016862
[0.396335316581082, 0.5782168699475365, 0.7413245078382407]	0.6678269624782331
[0.3708838048768717, 0.5522679719890347, 0.7400720206291009]	0.6681777455532502
[0.3708838048768717, 0.5522679719890347, 0.7400720206291009]	0.6681777455532502
[0.3708838048768717, 0.5522679719890347, 0.7400720206291009]	0.6681777455532502
[0.3856058030497444, 0.5606478570542424, 0.7411966899112209]	0.6691530011995745
[0.3787434065889351, 0.5621583164100115, 0.7496582308049502]	0.6698831560846373
[0.3787434065889351, 0.5621583164100115, 0.7496582308049502]	0.6698831560846373
[0.3787434065889351, 0.5621583164100115, 0.7496582308049502]	0.6698831560846373
[0.3787434065889351, 0.5621583164100115, 0.7496582308049502]	0.6698831560846373
[0.3787434065889351, 0.5621583164100115, 0.7496582308049502]	0.6698831560846373
[0.3787434065889351, 0.5621583164100115, 0.7496582308049502]	0.6698831560846373
[0.3787434065889351, 0.5621583164100115, 0.7496582308049502]	0.6698831560846373
[0.38329033211389657, 0.5654006830902893, 0.7494487232007991]	0.6699450640436061
[0.38069529005012315, 0.5625728282471528, 0.7486062496670447]	0.6700188555737727
[0.38069529005012315, 0.5625728282471528, 0.7486062496670447]	0.6700188555737727
[0.37971934831952914, 0.5623655723285821, 0.7491322402359974]	0.6701998901107269
[0.3788681671866243, 0.5615693496515619, 0.748524744011531]	0.6702818642129851
[0.3788681671866243, 0.5615693496515619, 0.748524744011531]	0.6702818642129851
[0.3783291463911831, 0.5614267279590953, 0.7489793860785617]	0.6704243386888059
[0.3783291463911831, 0.5614267279590953, 0.7489793860785617]	0.6704243386888059
[0.3783291463911831, 0.5614267279590953, 0.7489793860785617]	0.6704243386888059
[0.3783291463911831, 0.5614267279590953, 0.7489793860785617]	0.6704243386888059
[0.3788610321095206, 0.5614053252388764, 0.7488295860725438]	0.6704396322272619
[0.3788610321095206, 0.5614053252388764, 0.7488295860725438]	0.6704396322272619
[0.3788610321095206, 0.5614053252388764, 0.7488295860725438]	0.6704396322272619
[0.3788610321095206, 0.5614053252388764, 0.7488295860725438]	0.6704396322272619
[0.3788610321095206, 0.5614053252388764, 0.7488295860725438]	0.6704396322272619
[0.3788610321095206, 0.5614053252388764, 0.7488295860725438]	0.6704396322272619
[0.3788610321095206, 0.5614053252388764, 0.7488295860725438]	0.6704396322272619
[0.3788610321095206, 0.5614053252388764, 0.7488295860725438]	0.6704396322272619
[0.3788610321095206, 0.5614053252388764, 0.7488295860725438]	0.6704396322272619
