current_mapping	objective_function_value
[0.190504041, 0.572626, 0.77368778]	0.6673573043807468
[0.190504041, 0.572626, 0.77368778]	0.6673573043807468
[0.18764816031481485, 0.5795187203703703, 0.7500473200555555]	0.6688650345638893
[0.18764816031481485, 0.5795187203703703, 0.7500473200555555]	0.6688650345638893
[0.19183865190843624, 0.5648201414609053, 0.751360678941358]	0.6694403471972739
[0.19183865190843624, 0.5648201414609053, 0.751360678941358]	0.6694403471972739
[0.19183865190843624, 0.5648201414609053, 0.751360678941358]	0.6694403471972739
[0.18974340611162555, 0.5721694309156378, 0.7507039994984568]	0.6694991078190976
[0.18974340611162555, 0.5721694309156378, 0.7507039994984568]	0.6694991078190976
[0.18974340611162555, 0.5721694309156378, 0.7507039994984568]	0.6694991078190976
[0.1912615000951289, 0.5722085011195416, 0.7489271509553541]	0.6700403280725268
[0.1912615000951289, 0.5722085011195416, 0.7489271509553541]	0.6700403280725268
[0.1912615000951289, 0.5722085011195416, 0.7489271509553541]	0.6700403280725268
[0.1912615000951289, 0.5722085011195416, 0.7489271509553541]	0.6700403280725268
[0.1906080728333896, 0.574014939309051, 0.749357398211937]	0.6700586792564174
[0.1906080728333896, 0.574014939309051, 0.749357398211937]	0.6700586792564174
[0.19077142964882443, 0.5735633297616737, 0.7492498363977913]	0.6700747884304876
[0.19077142964882443, 0.5735633297616737, 0.7492498363977913]	0.6700747884304876
[0.19061067874518, 0.5737689575914797, 0.7493256423146466]	0.6702209802409298
[0.19061067874518, 0.5737689575914797, 0.7493256423146466]	0.6702209802409298
[0.19061067874518, 0.5737689575914797, 0.7493256423146466]	0.6702209802409298
[0.19061067874518, 0.5737689575914797, 0.7493256423146466]	0.6702209802409298
[0.19061067874518, 0.5737689575914797, 0.7493256423146466]	0.6702209802409298
[0.19061067874518, 0.5737689575914797, 0.7493256423146466]	0.6702209802409298
