current_mapping	objective_function_value
[0.8, 0.8444444444444444, 0.888888888888889]	0.2140724681790448
[0.7466666666666666, 0.9148148148148147, 0.8444444444444443]	0.24528731873551834
[0.7733333333333334, 0.8585185185185185, 0.8]	0.33015786977755135
[0.7733333333333334, 0.8585185185185185, 0.8]	0.33015786977755135
[0.6400000000000001, 0.9570370370370365, 0.711111111111111]	0.39011287432667474
[0.6400000000000006, 0.8585185185185176, 0.666666666666667]	0.5404570094843558
[0.6400000000000006, 0.8585185185185176, 0.666666666666667]	0.5404570094843558
[0.6400000000000006, 0.8585185185185176, 0.666666666666667]	0.5404570094843558
[0.5214814814814832, 0.8131687242798331, 0.37530864197530955]	0.6477513907890453
[0.5214814814814832, 0.8131687242798331, 0.37530864197530955]	0.6477513907890453
[0.5883127572016478, 0.7127389117512551, 0.47133058984910947]	0.656655611333278
[0.5883127572016478, 0.7127389117512551, 0.47133058984910947]	0.656655611333278
[0.5883127572016478, 0.7127389117512551, 0.47133058984910947]	0.656655611333278
[0.5341015089163257, 0.7557719859777448, 0.35921353452217764]	0.665265309376283
[0.5341015089163257, 0.7557719859777448, 0.35921353452217764]	0.665265309376283
[0.5341015089163257, 0.7557719859777448, 0.35921353452217764]	0.665265309376283
[0.5341015089163257, 0.7557719859777448, 0.35921353452217764]	0.665265309376283
[0.5490758522582959, 0.7181697968353941, 0.3384172466934254]	0.6672038827963354
[0.5490758522582959, 0.7181697968353941, 0.3384172466934254]	0.6672038827963354
[0.5668105584627474, 0.7420132730318738, 0.3763160915322691]	0.6687741992096371
[0.5588464947190768, 0.7515535653691225, 0.30450341618354737]	0.6712364968992244
[0.5588464947190768, 0.7515535653691225, 0.30450341618354737]	0.6712364968992244
[0.5588464947190768, 0.7515535653691225, 0.30450341618354737]	0.6712364968992244
[0.5718809185257123, 0.7421666644771826, 0.34711836239512994]	0.6716500156600982
[0.5718809185257123, 0.7421666644771826, 0.34711836239512994]	0.6716500156600982
[0.5795843849233038, 0.7497017052115343, 0.3270228188034744]	0.6722984671214497
[0.5795843849233038, 0.7497017052115343, 0.3270228188034744]	0.6722984671214497
[0.5795843849233038, 0.7497017052115343, 0.3270228188034744]	0.6722984671214497
[0.5795843849233038, 0.7497017052115343, 0.3270228188034744]	0.6722984671214497
[0.5789454498962383, 0.7505026728526418, 0.34107595596430573]	0.6724779483493812
[0.5713846112725253, 0.7517512800678965, 0.33109312618163267]	0.6731876226617614
[0.5739127600944864, 0.7487317729757781, 0.3344579681580967]	0.673211568996855
[0.5739127600944864, 0.7487317729757781, 0.3344579681580967]	0.673211568996855
[0.5739127600944864, 0.7487317729757781, 0.3344579681580967]	0.673211568996855
[0.5755393780500067, 0.7493734566154658, 0.33287027630525334]	0.6734617492888241
[0.5759842415226846, 0.7494953397648378, 0.33531861918322725]	0.673524115924832
[0.5759842415226846, 0.7494953397648378, 0.33531861918322725]	0.673524115924832
[0.5759842415226846, 0.7494953397648378, 0.33531861918322725]	0.673524115924832
[0.5759842415226846, 0.7494953397648378, 0.33531861918322725]	0.673524115924832
[0.5764279466774496, 0.7492683375214847, 0.3346123009272307]	0.6736213151403325
[0.5764279466774496, 0.7492683375214847, 0.3346123009272307]	0.6736213151403325
[0.5764279466774496, 0.7492683375214847, 0.3346123009272307]	0.6736213151403325
[0.5758427681337135, 0.7493772156835035, 0.33449000892452074]	0.6736632908575653
[0.5758427681337135, 0.7493772156835035, 0.33449000892452074]	0.6736632908575653
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
[0.576052251833888, 0.7494186441274053, 0.3351197156493815]	0.6737433840650622
